id,batch_id,timestamp,temperature,humidity,mode,speed,opTime,eSpent,eSaved,timestampReal,datetime,id,timestamp_server,datetime_datetime,datetime_timestamp,fan_id
83592,38065,58443754,33,22,0,4,92,2484,3404,1605110554,2020-11-11 21:02:34,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83593,38065,58443846,33,25,0,4,31,837,1147,1605110646,2020-11-11 21:04:06,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83594,38065,58443877,32,25,0,4,124,3348,4588,1605110677,2020-11-11 21:04:37,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83595,38065,58444001,32,26,0,0,0,0,0,1605110801,2020-11-11 21:06:41,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83596,38065,58444032,32,25,0,3,62,1240,2170,1605110832,2020-11-11 21:07:12,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83597,38065,58444094,32,25,0,0,0,0,0,1605110894,2020-11-11 21:08:14,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83598,38065,58444125,32,25,0,3,92,1840,3220,1605110925,2020-11-11 21:08:45,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83599,38065,58444217,32,26,0,0,0,0,0,1605111017,2020-11-11 21:10:17,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83600,38065,58444372,32,24,1,3,31,620,1085,1605111172,2020-11-11 21:12:52,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83601,38065,58444403,32,24,1,5,31,1488,1488,1605111203,2020-11-11 21:13:23,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83602,38065,58444434,32,23,0,5,31,1488,1488,1605111234,2020-11-11 21:13:54,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83603,38065,58444465,32,23,1,3,155,3100,5425,1605111265,2020-11-11 21:14:25,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83604,38065,58444620,32,26,1,3,62,1240,2170,1605111420,2020-11-11 21:17:00,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83605,38065,58444682,31,26,1,3,123,2460,4305,1605111482,2020-11-11 21:18:02,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83606,38065,58444805,32,25,1,3,31,620,1085,1605111605,2020-11-11 21:20:05,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83607,38065,58444836,31,26,1,3,93,1860,3255,1605111636,2020-11-11 21:20:36,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83608,38065,58444929,32,26,0,0,0,0,0,1605111729,2020-11-11 21:22:09,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83609,38065,58445115,33,26,0,0,0,0,0,1605111915,2020-11-11 21:25:15,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83610,38065,58445611,32,25,0,0,0,0,0,1605112411,2020-11-11 21:33:31,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83611,38065,58445704,33,25,0,0,0,0,0,1605112504,2020-11-11 21:35:04,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83612,38065,58445766,32,24,0,0,0,0,0,1605112566,2020-11-11 21:36:06,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83613,38065,58446045,33,25,0,0,0,0,0,1605112845,2020-11-11 21:40:45,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83614,38065,58446076,32,24,0,0,0,0,0,1605112876,2020-11-11 21:41:16,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83615,38065,58446695,32,24,0,3,155,3100,5425,1605113495,2020-11-11 21:51:35,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83616,38065,58446850,31,26,0,3,713,14260,24955,1605113650,2020-11-11 21:54:10,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83617,38065,58447563,31,27,3,3,248,4960,8680,1605114363,2020-11-11 22:06:03,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83618,38065,58447811,31,26,3,0,0,0,0,1605114611,2020-11-11 22:10:11,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83619,38065,58447904,31,26,0,5,31,1488,1488,1605114704,2020-11-11 22:11:44,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83620,38065,58447935,32,26,0,0,0,0,0,1605114735,2020-11-11 22:12:15,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83621,38065,58448152,33,25,0,0,0,0,0,1605114952,2020-11-11 22:15:52,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83622,38065,58448369,33,24,0,3,93,1860,3255,1605115169,2020-11-11 22:19:29,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83623,38065,58448462,32,25,0,3,93,1860,3255,1605115262,2020-11-11 22:21:02,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83624,38065,58448555,31,26,0,3,2326,46520,81410,1605115355,2020-11-11 22:22:35,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83625,38065,58450881,31,27,0,2,8405,126075,159695,1605117681,2020-11-11 23:01:21,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83626,38065,58459286,31,28,0,1,1396,13960,19544,1605126086,2020-11-12 01:21:26,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83627,38065,58460682,30,28,0,1,31,310,434,1605127482,2020-11-12 01:44:42,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83628,38065,58460713,31,29,0,1,962,9620,13468,1605127513,2020-11-12 01:45:13,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83629,38065,58461675,30,27,0,1,31,310,434,1605128475,2020-11-12 02:01:15,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83630,38065,58461706,31,28,0,1,217,2170,3038,1605128506,2020-11-12 02:01:46,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83631,38065,58461923,30,27,0,1,155,1550,2170,1605128723,2020-11-12 02:05:23,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83632,38065,58462078,31,28,0,1,31,310,434,1605128878,2020-11-12 02:07:58,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83633,38065,58462109,30,27,0,1,31,310,434,1605128909,2020-11-12 02:08:29,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83634,38065,58462140,31,28,0,1,62,620,868,1605128940,2020-11-12 02:09:00,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83635,38065,58462202,30,27,0,1,62,620,868,1605129002,2020-11-12 02:10:02,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83636,38065,58462264,31,28,0,1,31,310,434,1605129064,2020-11-12 02:11:04,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83637,38065,58462295,30,28,0,1,310,3100,4340,1605129095,2020-11-12 02:11:35,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83638,38065,58462605,31,29,0,1,62,620,868,1605129405,2020-11-12 02:16:45,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83639,38065,58462667,30,28,0,1,311,3110,4354,1605129467,2020-11-12 02:17:47,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83640,38065,58462978,31,29,0,1,31,310,434,1605129778,2020-11-12 02:22:58,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83641,38065,58463009,30,28,0,1,62,620,868,1605129809,2020-11-12 02:23:29,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83642,38065,58463071,31,29,0,1,31,310,434,1605129871,2020-11-12 02:24:31,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83643,38065,58463102,30,28,0,1,496,4960,6944,1605129902,2020-11-12 02:25:02,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83644,38065,58463598,31,28,0,1,62,620,868,1605130398,2020-11-12 02:33:18,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
